gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,1,1,0.592280704605496,1,1,1.1473797476248297,1.0847668126654804,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,-1.2827281667186554,0,0,-1.1524946361291517,-0.9971298052494171,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,1.6113072651077522,1,1,0.8447209350122307,1.7996074212770379,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,1,-0.6305511679972114,1,1,-0.005051885015451507,-0.5282017777895489,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1,1,0,1.570546202687662,1,1,1.0476021170932035,1.9749756505698193,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
1,1,1,0,-1.2419671042985652,1,1,1.0193317884425763,-0.9303134069440289,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,1,1,-0.22294054379630893,1,0,0.0431739697415012,-0.18348739802120945,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
1,0,0,0,-1.2827281667186554,1,0,-1.4850867379012387,-1.0015415846026945,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,1,0,0,-1.2827281667186554,1,0,-0.6519435229621608,-0.9904900773227343,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,1.6113072651077522,1,0,1.1656723132222948,2.1888366547199474,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,0,0,-1.1196839170382944,1,1,0.16124416587059198,-0.8706440911909503,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.5515196421854057,1,1,0.3308661377743562,0.5549782890271491,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,0.06238689314432279,1,1,1.3801942188652905,0.5553974080657104,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-0.8751175425177529,1,1,1.0974909323590165,-0.5227752891850175,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,1,1,-0.9158786049378431,1,0,-0.5089289192001635,-0.8005850350609032,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1,1,1.5297851402675717,1,1,0.14461456078198764,1.13911993429786,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
0,0,1,1,-0.6305511679972114,1,0,-1.466794172303774,-0.8259307074454826,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,1.24445770332694,1,1,0.49882514916926,1.1343110948027872,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
0,0,1,0,-0.7935954176775724,1,1,0.37742903202244854,-0.5774592942688924,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,0,0,0.6738028294456765,1,1,0.6534804764932807,0.7130964610486155,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,-1.2419671042985652,1,0,-0.518906682253326,-0.9676591191695231,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,-1.2419671042985652,1,1,0.5254325173110274,-0.9468575795188195,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,0.7960860167059473,1,1,0.49549922815153935,0.8503469167290794,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False
0,0,1,1,1.4890240778474815,1,1,-0.023344450612916196,0.8663616757814769,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
0,1,0,0,0.429236454925135,1,1,0.8447209350122307,0.6831184203430948,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-0.712073292837392,1,1,1.1390649450805275,-0.3811571719448089,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
0,1,1,0,-0.3044626686364894,1,1,0.15459232383515015,-0.23722287054412966,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
0,1,1,0,-0.9974007297780236,1,1,0.5254325173110274,-0.7310553924532495,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,1,1,1.1221745160666692,1,1,0.33252909828321653,0.9555899132015149,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
1,1,0,0,-0.5897901055771212,1,1,1.017668827933716,-0.2372669883376625,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,1.24445770332694,1,1,1.1573575106779928,1.7739088065441964,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
1,1,1,1,1.3667408905872107,1,1,1.450038560237429,2.1114761037602268,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,1,1,0.06238689314432279,1,0,-1.3271054895594974,-0.615907951332706,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,1.6113072651077522,1,1,1.4184423105690807,2.454425771787254,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,0,0.592280704605496,1,1,1.18562783932862,1.0662152804849487,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,1.1221745160666692,1,1,0.8330802114502078,1.3942751931946653,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,0,1.6113072651077522,0,0,-0.7567100350203682,0.29631566554448774,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0,1,1,-0.5897901055771212,1,1,-0.34762174984070127,-0.5882019769941232,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,-0.9566396673579334,1,0,0.982746657247647,-0.6322535938365993,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.201206041878475,1,1,0.34749574286296053,-0.9027618448828107,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,1,0,0.592280704605496,1,1,0.4672288995009121,0.6000004973273462,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,-0.05989629411594795,1,0,0.4772066625540746,0.09125616120414833,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,1,1,0.7145638918657667,1,0,-1.4867496984100992,-0.5997608388997103,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-0.9158786049378431,1,1,0.49882514916926,-0.618974137983234,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,-1.2827281667186554,1,0,-0.5255585242887678,-0.9888136011684887,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,1,1,0.7960860167059473,1,1,-1.4784348958657971,-0.5292826637311018,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,1,1,1,1.2852187657470302,1,1,1.5548050722956361,2.1214687839954,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,1.2036966409068497,1,1,-1.3503869366835435,-0.38195129222839896,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,1,-1.201206041878475,1,1,-0.011703727050893342,-0.9321884131691718,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,1,0,0,0.9591302663863083,1,0,1.518219941100707,1.6981585550484213,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,0.5515196421854057,1,0,-0.30604773711919037,0.17580791250971212,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
0,0,1,1,-0.9974007297780236,1,0,-0.3393069472963991,-0.7976953195845065,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,0,0,-0.1006573565360382,1,1,0.3292031772654958,-0.07899440403883119,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,0.5107585797653155,1,1,-1.2955092398911492,-0.47371630277657145,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0,1,-1.2827281667186554,1,1,0.4821955440806557,-0.975445909728058,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,-0.8751175425177529,0,0,-0.4756697090229548,-0.7610334331587703,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,-1.0381617921981139,1,1,0.3425068613363795,-0.7912320628319548,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0.38847539250504476,1,1,1.2953832329134085,0.8987441362345338,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,1,0,0.6738028294456765,1,1,-1.4867496984100992,-0.5810328355450473,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-0.9566396673579334,1,1,1.1457167871159692,-0.6051211508139425,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
0,0,1,0,0.10314795556441304,1,1,-0.08986287096733384,-0.033045722074445935,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,1,1,0.6330417670255862,1,0,-1.4701200933214948,-0.5441283012548808,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,1,0.5515196421854057,1,1,-1.4934015404455407,-0.6014373150539558,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0,-0.14141841895612844,0,0,-1.0344244400000608,-0.5651945476667809,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,1,-0.1006573565360382,1,0,0.5719954115591193,0.12346215048307425,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,-1.2827281667186554,1,0,0.32754021675663547,-0.977497387127332,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0,1,1,1.3667408905872107,1,1,0.6368508714046763,1.5105476380502945,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,0,0,1.3259798281671205,1,1,1.5365125066981715,2.124998207478022,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,0,0,1.6113072651077522,1,1,1.1989315233995035,2.2803148996101568,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,0,-0.8343564800976626,1,1,0.46889186000977245,-0.6013270205701239,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,1.570546202687662,1,1,0.06645541686554692,1.084568282594583,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1,0,0,0,-1.1196839170382944,1,0,-1.4568164092506115,-0.9602252709592505,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,0.7960860167059473,1,0,-1.4584793697594718,-0.5219811689014275,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,1,0,-0.3044626686364894,1,1,1.1191094189742024,0.09888853948531852,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,-1.2827281667186554,1,0,-1.4850867379012387,-1.0015415846026945,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,-1.2827281667186554,1,0,-1.510031145534145,-1.0018724680541904,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,0,0.22543114282468377,1,0,1.002702183353972,0.5802577847214292,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
0,1,1,0,1.3667408905872107,0,0,-0.6419657599089983,0.3251025258246236,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1,0,1,0,1.4482630154273912,1,1,1.5015903360121026,2.347726888128238,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,-1.1196839170382944,0,0,-1.3487239761746832,-0.9662473497764744,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,1.6113072651077522,1,1,1.3070239564754318,2.2114911416990277,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,-0.019135231695857704,0,0,-1.1541575966380122,-0.6011946671895255,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,0,0.429236454925135,1,0,0.9810836967387861,0.7195376589044008,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
1,0,1,1,1.6113072651077522,1,0,-1.5116941060430058,-0.4090175585607565,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,0,0.918369203966218,1,1,1.0609058011640873,1.3008337064922473,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,0.7960860167059473,1,0,-0.22955155371161023,0.3317201948545399,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,0.429236454925135,1,1,0.891283829260323,0.7340082951831509,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,1,0,0.18467008040459354,1,1,0.38740679507561104,0.2549111163139782,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,1.2852187657470302,0,1,-0.34096990780525943,0.49991928269824554,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
1,0,1,1,-1.201206041878475,1,0,0.831417250941347,-0.9008647797609013,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,0.14390901798450328,0,0,-1.1242243074785245,-0.5135326114399011,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,1,1,-0.9158786049378431,1,1,1.1773130367843176,-0.5407532900496234,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,0.3477143300849545,1,0,-1.4701200933214948,-0.6420036262073425,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,1,-0.22294054379630893,1,1,0.6767619236173268,-0.06121493324512289,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,1,1,0.9591302663863083,1,1,1.1623463922045736,1.4228414645071372,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
0,0,0,0,-1.0789228546182041,1,0,-1.4684571328126343,-0.9607105666881111,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.201206041878475,1,1,0.31756245370347297,-0.9091809838418294,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-1.0381617921981139,1,0,-0.4706808274963733,-0.855886689254237,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,-1.1604449794583847,1,0,-1.463468251286053,-0.9827032867641994,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,0.021625830724232544,1,1,0.8014839617818594,0.32527899699875473,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,1,0,0,-0.22294054379630893,1,1,0.43895857085028445,-0.06831789800389967,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,1.6113072651077522,1,1,-1.3736683838075896,-0.24988467728803618,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-1.2827281667186554,1,0,-1.5000533824809827,-1.001740114673592,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,0,0,1.570546202687662,0,1,-0.2794403689774233,0.7477951056621432,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,-0.7935954176775724,1,1,0.7017063312502334,-0.47413542181513274,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,-0.3044626686364894,0,1,-0.20793306709642462,-0.3475173543760678,1,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,0,0,1.407501953007301,1,0,-0.4756697090229548,0.42783080806569074,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,0,0,-1.2827281667186554,0,1,-0.9778837826988059,-0.9948136210889463,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,-1.2419671042985652,1,0,-0.6818768121216486,-0.9746076716509352,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.429236454925135,1,1,-1.3021610819265907,-0.4862457561398796,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,-0.3859847934766699,1,1,0.33751797980979803,-0.22581842091590731,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,1.2852187657470302,1,0,-1.4850867379012387,-0.44673827203127936,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,1,0.9998913288063985,1,1,-1.505042264007564,-0.49403254669841445,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,1,0,-1.2827281667186554,1,1,0.18618857350349852,-0.9793723933524751,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,1,1.6113072651077522,1,1,0.7715506726223714,1.8244016212424576,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,-0.9974007297780236,1,0,0.2094700206275447,-0.7617834356488273,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,1,0,1.1629355784867594,1,1,1.2039204049260845,1.623930367429527,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
1,0,0,0,1.2852187657470302,1,1,0.6468286344578388,1.3229587799489342,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1,1,1,0,1.570546202687662,1,0,-1.360364699736706,-0.23565668887371616,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,1,1.3259798281671205,1,1,1.1374019845716672,1.820453078721274,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
1,0,0,0,-1.201206041878475,1,0,-1.505042264007564,-0.9833871125639575,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,-1.2827281667186554,1,1,-0.6386398388912774,-0.9903136061486032,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,-0.1006573565360382,1,0,-0.011703727050893342,-0.15900202261051918,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
1,0,1,1,-0.712073292837392,1,1,0.15459232383515015,-0.537775338986161,0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
0,0,1,1,-0.9974007297780236,1,1,0.12299607416680179,-0.761474611094098,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,-1.0381617921981139,1,0,1.002702183353972,-0.7212612422889734,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,1,1,1.5297851402675717,1,1,1.4400607971842665,2.488330296117192,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1,0,1,1,1.2036966409068497,1,0,0.7066952127768144,1.290399848321746,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,1,1,-1.0789228546182041,1,0,-1.501716342989843,-0.9603796832366152,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,-0.7528343552574821,1,1,0.5337473198553295,-0.501863455050482,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,-0.4267458558967602,1,1,0.6418397529312578,-0.20664923962591644,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,1,-0.4267458558967602,1,0,-1.4867496984100992,-0.8252027638521918,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
